nose_x,nose_y,eye_l_x,eye_l_y,eye_r_x,eye_r_y,shoulder_l_x,shoulder_l_y,shoulder_r_x,shoulder_r_y,label
0.486426502,0.417315096,0.509000421,0.361165732,0.522482395,0.359895796,0.662043333,0.674019456,0.293298304,0.678847849,Good Posture
0.486682594,0.417191625,0.509164631,0.360889763,0.522631705,0.359564602,0.662719667,0.674156964,0.29322961,0.679798841,Good Posture
0.486678272,0.416951448,0.509161651,0.360883236,0.522590041,0.359552652,0.662875712,0.674054205,0.293314338,0.679554999,Good Posture
0.487309545,0.416772157,0.50937295,0.360690862,0.522757292,0.35925132,0.662758827,0.67334491,0.292796582,0.679599881,Good Posture
0.487028062,0.417630374,0.509296775,0.36136803,0.522749662,0.360087395,0.662739873,0.673447788,0.292761743,0.679883599,Good Posture
0.487054437,0.41747424,0.509313226,0.361212164,0.522768497,0.359975338,0.662728369,0.673521817,0.29275614,0.679383874,Good Posture
0.485728681,0.416769624,0.5085392,0.360661358,0.521824181,0.359481752,0.662950635,0.673623681,0.29425323,0.679461062,Good Posture
0.486008495,0.416710019,0.508724153,0.360642225,0.521896243,0.359477997,0.661802649,0.673582435,0.293025821,0.679598868,Good Posture
0.485992521,0.416660428,0.508724689,0.360559762,0.521935582,0.359453499,0.661955357,0.673582911,0.293027759,0.678944945,Good Posture
0.485984176,0.415451854,0.508674622,0.359314144,0.521797538,0.358072877,0.662707686,0.673762321,0.292810619,0.680461884,Good Posture
0.484495789,0.41534099,0.507642329,0.359164685,0.521163464,0.357867271,0.666347027,0.673271537,0.293004304,0.680476606,Good Posture
0.484451234,0.416270852,0.507590652,0.360206574,0.521107793,0.358722419,0.667058408,0.673242629,0.29459393,0.682353139,Good Posture
0.48451218,0.416563392,0.507721007,0.360459656,0.521151185,0.358977377,0.667077661,0.673245966,0.294715822,0.682584047,Good Posture
0.484221458,0.415601313,0.507587075,0.359650999,0.5209831,0.358439147,0.666489303,0.673193097,0.292420447,0.682192028,Good Posture
0.485807657,0.415924013,0.508562326,0.360124648,0.521832168,0.358720124,0.666606545,0.673562646,0.29236424,0.68217206,Good Posture
0.486382097,0.415885627,0.508969843,0.360111892,0.522195458,0.358708262,0.66584301,0.673570871,0.291972578,0.682174563,Good Posture
0.486565769,0.415913433,0.509106159,0.360118866,0.522313416,0.35870865,0.666500747,0.674145341,0.293249309,0.682160437,Good Posture
0.486159891,0.417602211,0.508821845,0.362070829,0.521983147,0.360238522,0.666608095,0.674153626,0.29435131,0.681802928,Good Posture
0.486183077,0.417627215,0.508836567,0.362039477,0.521978378,0.360188872,0.666791856,0.674054086,0.294923693,0.681952119,Good Posture
0.486499786,0.417712569,0.509044051,0.362196475,0.522120774,0.360380024,0.666621149,0.673979521,0.294680893,0.681952477,Good Posture
0.486404181,0.416786373,0.508936763,0.361231595,0.522106946,0.359671414,0.666459918,0.673357666,0.296051383,0.679377973,Good Posture
0.48758316,0.417145312,0.509950042,0.361551464,0.522753358,0.359928787,0.66659236,0.674746811,0.29304868,0.680236936,Good Posture
0.487575442,0.417010337,0.510032415,0.360847056,0.523245692,0.35951376,0.665750861,0.674286664,0.293157786,0.679711699,Good Posture
0.487600267,0.416987777,0.510061681,0.360831738,0.52325207,0.359516412,0.665931284,0.676209331,0.290160984,0.680126369,Good Posture
